data_source_id,process_data_month,geography_name,product_name,category_type_name,disease_state_name,brand_name,channel_name,outlet_name,campaign_name,cost,planned_impressions,planned_clicks,planned_ctr,historical_avg_ctr,historical_conversion_rate,budget_utilization,seasonality_index,audience_reach_score,engagement_expectation,roi_category
DS177,2025-02,USA,Elagolix,Women's Health,Endometriosis,Orilissa,Display,YouTube,Disease Education,39520.0,472757.0,16913.0,0.03577545485792882,0.050039889761657616,0.029910262544275854,0.7372462065668037,0.8967623090367032,0.6992510144019901,0.011150374644993894,Medium
DS021,2025-09,Brazil,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Search,YouTube,Awareness Drive,42535.0,249548.0,8402.0,0.03367059128459004,0.059217757972299265,0.02433157854495529,0.9311314428264771,0.8090417757436907,0.6219213649830526,0.019154453458142727,Low
DS176,2025-09,France,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Display,LinkedIn,Awareness Drive,35968.0,112508.0,3912.0,0.0347762440461904,0.09227262046902344,0.01417485832331316,0.9930752958365303,1.1440991243909857,0.8439493227395376,0.06632499329678998,Low
DS088,2025-09,France,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,YouTube,Disease Education,14887.0,167286.0,7592.0,0.04538453136778897,0.042300463957490333,0.028836833056705417,0.9671389691281409,0.9548269253565173,0.7813204986240497,0.058177978066514015,High
DS121,2025-10,Canada,Venetoclax,Oncology,Leukemia,Venclexta,Email,Google,Early Diagnosis,37002.0,169783.0,5007.0,0.029494444508915762,0.07562834005854957,0.014228982417245396,0.8659231034320978,0.9144723483191629,0.5994584068686124,0.06618115346949913,Low
DS075,2025-03,India,Elagolix,Women's Health,Endometriosis,Orilissa,Display,Twitter,Disease Education,21218.0,383735.0,8172.0,0.021297619547707626,0.058687443848346316,0.030041895111776726,0.7286649885578989,0.8528647110100095,0.6881937688672377,0.05033577639595397,High
DS067,2025-01,Canada,Risankizumab,Immunology,Psoriasis,Skyrizi,Search,LinkedIn,Awareness Drive,30514.0,510828.0,28294.0,0.05539006366638534,0.03604930968997222,0.02149321332910598,0.6647582440209433,0.8997181400018446,0.6124433901127659,0.041166927183474256,High
DS169,2025-05,France,Elagolix,Women's Health,Endometriosis,Orilissa,Social Media,Google,Therapy Promotion,56152.0,568985.0,41094.0,0.07222375449354211,0.048732945942433506,0.03401012131734021,0.6472218029040208,0.8225099952444963,0.7059969947460862,0.044734991955563054,High
DS022,2025-03,Brazil,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Display,Google,Patient Support,42210.0,377660.0,23091.0,0.06114243375716455,0.0719625944852312,0.0269698281282632,0.7699980961679453,0.8563113360048928,0.7566192860482296,0.04523074768814181,High
DS158,2025-05,UK,Venetoclax,Oncology,Leukemia,Venclexta,Social Media,Twitter,Awareness Drive,15681.0,151982.0,7674.0,0.05049870165660167,0.021918035790122536,0.02252101418806325,0.927947259010802,1.021576693541855,0.7252912464080588,0.027131504302920377,High
DS155,2025-03,Brazil,Elagolix,Women's Health,Endometriosis,Orilissa,Search,Twitter,Therapy Promotion,11408.0,571817.0,20864.0,0.03648741586530799,0.028751994036826718,0.036392833707735786,0.7276299889282904,1.1068717313614647,0.6034580936730585,0.06401409144592657,High
DS095,2025-03,UK,Elagolix,Women's Health,Endometriosis,Orilissa,Search,YouTube,Patient Support,28226.0,75322.0,3317.0,0.04405071413920873,0.036540841925580936,0.01798741704672717,0.8025478950608835,1.068756806254549,0.9558091027517142,0.040129720645819204,Low
DS136,2025-01,UK,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Search,LinkedIn,Patient Support,37632.0,360509.0,14833.0,0.041145963892330495,0.06439278670603271,0.01752164370355143,0.9438662190665901,0.9031020862512439,0.613214802543825,0.03884284338906136,Low
DS127,2025-07,France,Risankizumab,Immunology,Psoriasis,Skyrizi,Search,Twitter,Therapy Promotion,31509.0,87170.0,3165.0,0.03631164360355495,0.0335764191324196,0.03873840713292667,0.9080356125016328,0.9849313989837131,0.8570435113425088,0.05415612351624673,Low
DS186,2025-03,USA,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Display,Facebook,Early Diagnosis,39049.0,100151.0,3231.0,0.03226900767174941,0.03489320285968562,0.015026445823183309,0.6553514250167674,1.0992647196114784,0.7348271284758118,0.05697605036439204,Low
DS194,2025-02,India,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Email,YouTube,Therapy Promotion,36898.0,567649.0,36099.0,0.06359514594958719,0.0608048182835315,0.03487850496523906,0.7581426043445533,1.1072827071229963,0.7125946917868291,0.037447698795149316,High
DS078,2025-08,Canada,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Search,YouTube,Therapy Promotion,13774.0,218767.0,14777.0,0.0675474001483558,0.0445435426488081,0.011441495099967499,0.9731116498750938,0.9380719353182522,0.5532408816423532,0.03951141228358884,Medium
DS122,2025-05,USA,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Email,Facebook,Early Diagnosis,52853.0,218393.0,5411.0,0.02477935045585322,0.025591344951035815,0.03560121553406721,0.9757040915646096,0.8007727657166022,0.8628855234788887,0.04942391095197673,Low
DS115,2025-07,Canada,Venetoclax,Oncology,Leukemia,Venclexta,Social Media,Facebook,Disease Education,30289.0,143878.0,3263.0,0.02268241588513172,0.0804344880497622,0.02068287765396351,0.7907351099432286,1.1290545086228883,0.6356795175955685,0.02111245069863361,Low
DS164,2025-06,France,Risankizumab,Immunology,Psoriasis,Skyrizi,Display,Google,Early Diagnosis,47190.0,76014.0,3866.0,0.050864232124771064,0.040541561243033056,0.011395212232801107,0.7641076553326868,0.8426237921871073,0.9529945753246011,0.012475019408303832,Low
DS069,2025-02,UK,Elagolix,Women's Health,Endometriosis,Orilissa,Email,YouTube,Patient Support,33660.0,576683.0,14839.0,0.025732632473885977,0.07270933335376176,0.03588445043896378,0.6132208779517759,0.8004525900483481,0.539409038621392,0.055779933862716534,High
DS188,2025-10,France,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Display,Twitter,Patient Support,17711.0,307288.0,15623.0,0.05084184916855217,,0.04703006772221222,0.8581382493002432,0.9658943210119975,0.9651755885665338,0.05709297900326766,High
DS081,2025-09,India,Elagolix,Women's Health,Endometriosis,Orilissa,Social Media,Facebook,Awareness Drive,47489.0,180509.0,6917.0,0.03832119281286739,0.05433524655680276,0.022192525785805297,0.7025950092828617,1.0375003009628718,0.5078679901867722,0.025573134919899293,Low
DS106,2025-02,Brazil,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,Google,Patient Support,27105.0,375737.0,27304.0,0.07266828791653909,0.0811908928132237,0.01088626517664974,0.8006851266753967,0.9098749975949667,0.8243228295310314,0.05329323295560768,High
DS186,2025-05,UK,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Social Media,Facebook,Disease Education,10271.0,330558.0,16408.0,0.04963923080860947,0.08333120577464505,0.029028163127562248,0.8146493118941975,1.1084544192683288,0.8306326531325458,0.03456069525294356,High
DS024,2025-01,Brazil,Elagolix,Women's Health,Endometriosis,Orilissa,Search,LinkedIn,Awareness Drive,51476.0,296509.0,8692.0,0.029316596190639838,0.08313950314817041,0.024340305247813353,0.6473381334871512,1.1985802020400356,0.8936251513346815,0.034524462205487355,Low
DS182,2025-02,India,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Search,YouTube,Disease Education,43268.0,354960.0,24461.0,0.068912382653939,0.026778294663225434,0.03491891550752383,,0.8173824985204683,0.9519900045279204,0.041653823281408334,High
DS048,2025-02,Canada,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Display,Google,Therapy Promotion,19286.0,574333.0,41226.0,0.07178172675501708,0.05851061693987421,0.013141087437662912,0.8242157409667084,0.9328295563295281,0.577470892668968,0.060942070797008384,High
DS170,2025-02,Canada,Risankizumab,Immunology,Psoriasis,Skyrizi,Display,YouTube,Early Diagnosis,29455.0,515139.0,40541.0,0.07869952858670284,0.07827089488805859,0.035749941297716935,0.734036973707337,0.8138015505993305,0.6440625644273459,0.056106874027577074,High
DS066,2025-03,France,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Display,Facebook,Therapy Promotion,39605.0,317724.0,15815.0,0.04977821620918859,0.0534699764086278,0.04114255390187038,0.8937618570172987,1.0298298013892069,0.9111373557364626,0.04376017244105852,High
DS100,2025-06,India,Venetoclax,Oncology,Leukemia,Venclexta,Display,Instagram,Therapy Promotion,26167.0,138754.0,8381.0,0.06040348874179011,0.09130261318622004,0.04215538834941014,0.6736164139285786,0.9183705395921153,0.8585239693535524,0.015056233550845934,Medium
DS018,2025-08,USA,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Email,Instagram,Therapy Promotion,30890.0,541599.0,36635.0,,0.0975138298974994,0.03293106755012814,0.6880975509611442,1.1448838563012955,0.8713653647270451,0.03485849874005039,High
DS028,2025-03,Brazil,Risankizumab,Immunology,Psoriasis,Skyrizi,Search,LinkedIn,Awareness Drive,28676.0,95177.0,7142.0,0.07504093409040492,0.05131837842672125,0.04379801509090417,0.6000963498071465,0.8674058573836737,0.5152117698270429,0.029688830830904123,Low
DS114,2025-05,India,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Social Media,Facebook,Disease Education,29911.0,499181.0,23506.0,0.04708975634716665,0.09507745698926501,0.014900765701483753,0.6848111402008916,0.8118167874445974,0.7169676248156869,0.02666997397387926,High
DS187,2025-05,France,Risankizumab,Immunology,Psoriasis,Skyrizi,Social Media,YouTube,Patient Support,36279.0,381004.0,22180.0,0.05821652063663782,0.03874440794697423,0.03315748704821428,0.8588671088203942,1.0747544313527027,0.8882016610110516,0.02868035457576499,High
DS168,2025-01,India,Elagolix,Women's Health,Endometriosis,Orilissa,Email,Google,Patient Support,13199.0,173323.0,6622.0,0.03821060749268669,0.02868859218771941,0.02891173381206332,0.8708509954295607,1.1498021180152307,0.874608582545449,0.06631513574671032,High
DS180,2025-06,Germany,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Social Media,LinkedIn,Therapy Promotion,58927.0,514151.0,30684.0,0.05968028683017276,0.0431481928177797,0.020140040644230923,0.7323548350775178,0.9079184231569457,0.7557182031507936,0.036408906833447954,Medium
DS123,2025-07,Germany,Elagolix,Women's Health,Endometriosis,Orilissa,Social Media,LinkedIn,Patient Support,33645.0,506089.0,26223.0,0.05181579353830092,0.048287291676585485,0.04188620423263328,0.7771400789900843,0.9273877702409221,0.8616147293027673,0.05809634059678259,High
DS001,2025-07,Canada,Risankizumab,Immunology,Psoriasis,Skyrizi,Social Media,LinkedIn,Disease Education,27715.0,246945.0,13394.0,0.054241379694610875,,0.03199915945535457,0.7967162530494672,1.0261825464296432,0.8577529773105643,0.016577691664206383,High
DS092,2025-06,Canada,Venetoclax,Oncology,Leukemia,Venclexta,Email,Facebook,Awareness Drive,39613.0,576961.0,13845.0,0.023997679904622482,0.0980863748977174,0.04827967075481766,0.6241746179762256,0.9773013765899848,0.5931224691498873,0.03912069382806509,Medium
DS094,2025-09,France,Venetoclax,Oncology,Leukemia,Venclexta,Social Media,YouTube,Early Diagnosis,55950.0,282275.0,16910.0,0.05990797161102353,0.05511269921649911,0.0481266870708467,0.8432853089518301,0.8879997888946501,0.7396081287167582,0.05052426622811764,High
DS166,2025-04,USA,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Social Media,YouTube,Patient Support,30600.0,549344.0,26514.0,0.04826662129986523,0.08549903923637217,0.014984568308300847,0.943062395296731,1.1590035340433416,0.9733539575169441,0.03384927954535767,High
DS077,2025-07,India,Elagolix,Women's Health,Endometriosis,Orilissa,Display,YouTube,Awareness Drive,22582.0,503814.0,32526.0,0.06455964311938528,0.034391705498787103,0.04657778728224834,0.9004588975805764,1.1733501996567874,0.6585366093818454,0.06636010094457921,High
DS162,2025-08,Canada,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Search,Facebook,Patient Support,50491.0,113043.0,7412.0,0.06556919415129842,0.09088591736764201,0.03916134971317976,0.9711240246590785,0.9330626399283566,0.7516047083757715,0.010844779796973441,Low
DS007,2025-10,USA,Risankizumab,Immunology,Psoriasis,Skyrizi,Email,Facebook,Disease Education,10244.0,500953.0,15340.0,0.030622597671703843,0.022281601987091858,0.04637216585624198,0.6032892525555565,1.0944328577348341,0.5760739434597583,0.064733777319976,High
DS165,2025-05,Germany,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Email,Facebook,Awareness Drive,25051.0,447530.0,14382.0,0.032136630865440136,0.04161991000493713,0.030185642237923013,0.9902277853424328,1.0465081956836766,0.9680740522565117,0.06756279126321685,High
DS087,2025-01,UK,Elagolix,Women's Health,Endometriosis,Orilissa,Social Media,YouTube,Awareness Drive,20346.0,105904.0,7010.0,0.06619953687312224,0.08934112018330752,0.030769069767581113,0.9972904269122197,0.8046288795021082,0.6497963277926078,0.0473897052246748,Low
DS055,2025-09,Germany,Elagolix,Women's Health,Endometriosis,Orilissa,Search,Twitter,Disease Education,71964.1,528076.0,10591.0,0.02005658255164942,0.08057204642459513,0.04940829303644375,0.9239652481224362,0.9840826472626462,0.9518836306995533,0.034590860387101005,High
DS060,2025-02,India,Elagolix,Women's Health,Endometriosis,Orilissa,Search,YouTube,Awareness Drive,17331.0,389233.0,15748.0,0.040461025587152186,0.035018246039861894,0.04284800813399819,,1.0147693045680468,0.8638820202564721,0.017287886254427648,High
DS121,2025-10,India,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Search,Facebook,Patient Support,59223.0,141788.0,4905.0,0.03459638506824192,0.09018996164331132,0.0397163487981489,0.959942912739678,1.1273610589991294,0.9951872147894313,0.021530363992866938,Low
DS162,2025-01,UK,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,LinkedIn,Patient Support,53021.0,431059.0,34043.0,0.07897669529721327,0.04193089337535506,0.018106276879617245,0.7768616455146331,0.8227362282849554,0.9892472323358954,0.045306013384985494,High
DS152,2025-02,France,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Social Media,YouTube,Disease Education,36427.0,198430.0,12528.0,0.06313954852388366,0.08135431410793276,0.026644741777274397,0.6067639253025469,1.0472174716494949,0.5315473405916078,0.01647134656921087,Low
DS158,2025-04,India,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Email,Google,Therapy Promotion,25398.0,221955.0,9073.0,0.040881809162495175,0.05894456615865948,0.04914313579437496,0.9861768882954842,0.96650439974403,0.6327496086091411,0.028155529159846947,High
DS084,2025-02,Canada,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Search,Google,Patient Support,27105.0,589745.0,29090.0,0.04932676329377996,0.052639548979852194,0.01845140150279751,0.7930022365528453,0.9364410855209833,0.7707977313991714,0.05051136493069744,High
DS196,2025-01,Brazil,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Display,Facebook,Awareness Drive,26160.0,427389.0,15288.0,0.03577284211935956,0.022859871557269172,0.03817694485909946,0.7968466628343447,0.8376972265618103,0.5858469965642457,0.01615207228675864,High
DS071,2025-03,France,Risankizumab,Immunology,Psoriasis,Skyrizi,Search,Twitter,Early Diagnosis,45092.0,170283.0,3615.0,0.021230655159223472,0.03995006303967137,0.04562666703567629,0.8874125272488984,0.8291873331702752,0.9105630522425898,0.03958210729241229,Low
DS142,2025-03,Germany,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Social Media,Instagram,Awareness Drive,15349.0,450966.0,14451.0,0.032046003743560106,0.02860491134163473,0.027605107861853058,0.6493223221285699,0.994578644676419,0.8126085293264261,0.0596430516164415,High
DS162,2025-10,Germany,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Social Media,YouTube,Awareness Drive,49351.0,111086.0,5910.0,0.05320577366982364,0.022548541002260808,0.028772119854400285,0.9698491271370114,0.9590367477242586,0.8124612348942282,0.05678912053738862,Low
DS002,2025-01,USA,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Display,YouTube,Therapy Promotion,52103.0,229480.0,16225.0,0.0707048982641301,0.05842032008689238,0.01709726608998393,0.790995220184971,0.997839108267786,0.7449658766224303,0.04232635516690697,Low
DS178,2025-03,USA,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Display,LinkedIn,Therapy Promotion,35339.0,179909.0,6100.0,0.03390741665699478,,0.04335666401844148,0.8214123541428733,1.0464443201662883,0.7371627852751454,0.03349999257272853,Medium
DS106,2025-04,USA,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Social Media,LinkedIn,Patient Support,30215.0,584398.0,35336.0,0.060465953388115806,0.05236847063574905,0.027819107323333835,0.9494690908719059,0.9847337738242433,0.5105961231139264,0.023649453452143743,High
DS184,2025-08,Brazil,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Display,Google,Therapy Promotion,32222.0,129794.0,3100.0,0.023890053127171473,0.08101220470049128,0.027097676834262396,0.8506574733247033,1.0910373373218973,0.8396583326567768,0.03823004314538094,Low
DS002,2025-09,USA,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Social Media,LinkedIn,Awareness Drive,13856.0,383862.0,19073.0,0.049687661296512406,0.08793057983908086,0.044988079373068486,0.6682241512026074,0.8544934606182903,0.8152004630179998,0.02807354488373677,High
DS159,2025-06,France,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Search,YouTube,Patient Support,21055.0,399738.0,25830.0,0.0646177207160448,0.09886454568067402,0.036687613785702435,0.6979358203238082,1.0866214559115999,0.7989647134099149,0.022707957314892863,High
DS071,2025-01,USA,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Search,Twitter,Therapy Promotion,33913.0,323139.0,10440.0,,0.08308414736066053,0.016687834181890737,,1.0517419770515755,0.987991559696225,0.029872828877387285,Low
DS128,2025-03,USA,Elagolix,Women's Health,Endometriosis,Orilissa,Social Media,Facebook,Early Diagnosis,58390.0,371345.0,27275.0,0.0734496052144561,0.09811920272353994,0.03800858635381337,0.8009206870646968,0.866524680083633,0.8526902798237086,0.027494663005595846,High
DS073,2025-04,Germany,Venetoclax,Oncology,Leukemia,Venclexta,Display,LinkedIn,Therapy Promotion,38004.0,574252.0,20457.0,0.0356238415247043,0.021476513523441813,0.031824338577086025,0.8827162017587258,1.116162990353195,0.5968694665124052,0.02570517214222142,Medium
DS012,2025-02,Canada,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Search,Instagram,Awareness Drive,39255.0,596938.0,28118.0,0.04710450521092652,0.09749531601704345,0.013353828720179243,0.7388188103815108,0.9676298732501764,0.5084606717324716,0.03189743126009351,Medium
DS125,2025-09,India,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Search,Twitter,Therapy Promotion,21164.0,307571.0,19552.0,0.06357092809678767,0.060794599632611884,0.015190489339850576,0.9000245296577389,0.8396915584330706,0.9195245840396786,0.06588533164517317,High
DS152,2025-10,UK,Risankizumab,Immunology,Psoriasis,Skyrizi,Search,Twitter,Early Diagnosis,54823.0,219259.0,9685.0,0.04417337473739785,0.09481742481367,0.010470603774679907,0.8351542767719127,1.0005585914381296,0.9366920821855238,0.01504010287123754,Low
DS059,2025-02,UK,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Social Media,Instagram,Therapy Promotion,15644.0,373599.0,22470.0,0.060144801011737,0.09538675959480296,0.04292350116027522,0.6167890904974024,0.9884331402818053,0.6989765281006668,0.028608833265448122,High
DS052,2025-07,USA,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,LinkedIn,Therapy Promotion,46059.0,68394.0,3142.0,0.04594003399271992,0.0983409492486914,0.013545318989983231,0.968892347935492,0.9920946853884107,0.8118711227497706,0.059810977997061636,Low
DS014,2025-07,USA,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Email,Instagram,Therapy Promotion,57605.0,58539.0,3225.0,0.055099504922115114,0.09976174436493578,0.028234660007217326,0.8995309854415949,1.066885316696763,0.995715845779044,0.05279314030462631,Low
DS096,2025-03,Germany,Elagolix,Women's Health,Endometriosis,Orilissa,Search,Twitter,Early Diagnosis,49958.0,275997.0,7899.0,0.028621496435704035,0.06178986111734408,0.01028879788014871,,1.0708762894690622,0.7420194701139242,0.06869616915993929,Low
DS070,2025-04,UK,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Social Media,Twitter,Disease Education,44192.0,328747.0,7472.0,0.022729192488336478,0.08765010400920151,0.046449372412586856,0.9282509573676148,0.851179976367906,0.9989575672061439,,Low
DS016,2025-05,USA,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,YouTube,Therapy Promotion,39992.0,375969.0,8569.0,0.022792491273144085,0.020347525422727192,0.03581278333350467,0.7669548510802187,0.9190187045373321,0.9563505051785552,0.0215681676805964,Low
DS044,2025-06,USA,Venetoclax,Oncology,Leukemia,Venclexta,Search,Twitter,Disease Education,27959.0,499303.0,24302.0,0.04867262462736384,0.0378795451404672,0.03822383159105968,0.6763237965785228,1.0211367183939073,0.6266226815201255,0.06733728278688136,High
DS044,2025-10,Brazil,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Social Media,YouTube,Disease Education,35721.0,53515.0,1848.0,0.03453863638324686,0.05312542606142531,0.019309209674802142,0.7965396361075141,1.1489862093034156,0.8560317107045854,0.04479771883210667,Low
DS126,2025-04,Brazil,Risankizumab,Immunology,Psoriasis,Skyrizi,Email,Google,Awareness Drive,40593.0,464546.0,13929.0,0.02998485705865639,0.08290939087693584,0.02000227034040613,0.7668194913283604,0.9401880809271712,0.9294069573374284,0.01759266752280449,Low
DS187,2025-07,Canada,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Search,Google,Therapy Promotion,43064.0,259727.0,20389.0,0.07850413535592302,0.08987785368448035,0.01908598987085308,0.6032127455502492,0.996832682155366,0.7656804158476334,0.02207502187307018,Medium
DS149,2025-04,Brazil,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Social Media,YouTube,Awareness Drive,15069.0,331767.0,15998.0,0.048220835522788025,0.045388326688020536,0.03490504109447678,0.8611039023904501,1.107758310736321,0.5783546478814596,0.05449103513961942,High
DS011,2025-08,Canada,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Social Media,YouTube,Disease Education,11938.0,487538.0,35133.0,0.07206232758600128,0.020171273547638018,0.02520964665653561,0.9274170319622013,0.9465012023993897,0.8007742531898531,0.04637901684247193,High
DS101,2025-08,France,Elagolix,Women's Health,Endometriosis,Orilissa,Social Media,YouTube,Therapy Promotion,26126.0,50005.0,2509.0,0.050193700723167055,0.057182736475000065,0.049900549826475835,0.7974001456290467,0.8713593007714324,0.756534711431719,0.058841004131195807,Low
DS062,2025-02,Brazil,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,Instagram,Patient Support,23057.0,82400.0,5875.0,0.07130531983436217,0.07265299812210668,0.027376930374528194,0.7385731395883663,0.8076995855395577,0.9126074728759215,0.018563311238112286,Low
DS092,2025-05,USA,Elagolix,Women's Health,Endometriosis,Orilissa,Social Media,Facebook,Therapy Promotion,49142.0,121540.0,7144.0,0.05878410419994798,0.06362902817069134,0.012048253967613163,0.898201234141109,1.0021328133343521,0.8238545373951149,0.04015838829853212,Low
DS172,2025-05,USA,Elagolix,Women's Health,Endometriosis,Orilissa,Email,LinkedIn,Disease Education,57800.0,520970.0,30581.0,0.058700588929494035,0.05163240084237661,0.042711827239176756,0.8271363842206885,0.8167882013624268,0.5883784337117304,0.061899638381772086,High
DS007,2025-08,Germany,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Email,Instagram,Early Diagnosis,56540.0,105916.0,2578.0,0.02434533877164109,0.043620850406877916,0.017741734929582906,0.8215361168914945,0.9531171324319637,0.5786367670381967,0.048565114837572816,Low
DS161,2025-08,Canada,Elagolix,Women's Health,Endometriosis,Orilissa,Social Media,Twitter,Awareness Drive,22194.0,385206.0,18063.0,0.046893594926493476,0.0680820701990952,0.023095067204615967,0.9123779275801949,1.1361798326555221,0.6618047347170354,0.060319429269547434,High
DS099,2025-06,Brazil,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Display,YouTube,Early Diagnosis,37140.0,232394.0,5804.0,0.024975629150583562,0.0713420323552809,0.028877494630211775,0.9631562401651331,0.9452756784363396,0.6435761317188143,0.0400440943686519,Low
DS179,2025-10,Brazil,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Search,Twitter,Awareness Drive,38582.0,223285.0,12817.0,0.057406288021646726,0.04749178467563188,0.01616065301497465,0.706062491882126,0.9021641683407373,0.8067639420817865,0.06670224792181627,Low
DS159,2025-06,Canada,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Display,Facebook,Awareness Drive,31649.0,411995.0,31785.0,0.07714947802605947,0.08679756395849486,0.04611604044653485,0.92576767888587,0.9836636521503646,0.6258942266734422,0.03221921052703133,High
DS099,2025-06,Germany,Cariprazine,Neuroscience,Schizophrenia,Vraylar,Social Media,Google,Early Diagnosis,13052.0,339416.0,15435.0,0.04547786958741745,0.056877764180451915,0.010819681875118978,0.606722911928457,1.0080850755027317,0.8480173661145661,0.06652854893682428,High
DS045,2025-09,Canada,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Search,Instagram,Early Diagnosis,21103.0,419170.0,21563.0,0.05144226019205521,0.06576798535773,0.044120542359517026,0.9223712613661434,0.8528846091281199,0.8569572920418171,,High
DS062,2025-09,India,Elagolix,Women's Health,Endometriosis,Orilissa,Email,Twitter,Disease Education,29829.0,347391.0,14356.0,0.04132620084347188,0.04012104317411207,0.0377868691838783,0.9077941549262348,0.8979158076117699,0.5247237183396736,0.060925162033914106,High
DS180,2025-04,France,Elagolix,Women's Health,Endometriosis,Orilissa,Search,Google,Early Diagnosis,49593.0,482331.0,27809.0,0.05765719243896235,0.04574773081610563,0.019859116383069447,0.6036022657057901,0.8941885668043509,0.5688641507585706,0.04672997324338874,Medium
DS069,2025-09,Canada,Risankizumab,Immunology,Psoriasis,Skyrizi,Display,Facebook,Awareness Drive,40201.0,330831.0,21447.0,0.06483045023237902,0.057005064665103966,0.034055368910749236,0.9158913047231849,0.8860882581065516,0.5329644446787412,0.04190941064864831,High
DS096,2025-06,Germany,Risankizumab,Immunology,Psoriasis,Skyrizi,Social Media,YouTube,Disease Education,31563.0,445991.0,28165.0,0.06315268685802732,,0.035582483921358425,0.6268790283009494,0.901260850195847,0.9039659222813596,0.020027945038815265,High
DS174,2025-09,UK,Risankizumab,Immunology,Psoriasis,Skyrizi,Display,Twitter,Awareness Drive,14942.0,194608.0,9661.0,0.04964754446847623,0.06962230536806743,0.03176800008454511,0.8959185487744397,1.082374647084648,0.7670949459043096,0.05073418125158242,High
DS049,2025-08,India,Adalimumab,Immunology,Rheumatoid Arthritis,Humira,Email,Instagram,Early Diagnosis,31706.0,467876.0,20944.0,0.04476578436492762,0.08113964966819041,0.03330215348167976,0.6284027120890354,1.1568448062764325,0.5153915511188201,0.054903781372584594,High
DS020,2025-02,USA,Venetoclax,Oncology,Leukemia,Venclexta,Social Media,Twitter,Patient Support,56439.0,274997.0,12559.0,0.04567043423762318,0.04645063638876336,0.013612742411962923,0.8250616478685237,0.9916162902698454,0.5522772290755121,0.046749370425825006,Low
DS128,2025-03,France,Upadacitinib,Immunology,Psoriatic Arthritis,Rinvoq,Social Media,Google,Therapy Promotion,32995.0,417304.0,31015.0,0.07432239129574564,0.052757659351102174,0.048122910744885485,0.9461717620330744,0.9186006284095757,0.5796415186747292,,High
DS175,2025-09,USA,Risankizumab,Immunology,Psoriasis,Skyrizi,Display,YouTube,Therapy Promotion,32333.0,459174.0,25256.0,0.055003173939664876,0.07999895875039802,0.03039559792822441,0.6419290563763062,1.1433165342212424,0.6548822915925936,0.06827784761839553,High
